SSBB	MLBAM	NL	pos	h	age	team	firstName	lastName	1B	2B	3B	SS	OF	osbAL	ocsAL	osbNL	ocsNL	BAvR	OBvR	SLvR	BAvL	OBvL	SLvL
108	678022	1108	P	R	26	Ath	Jack	Perkins
109	677960	1109	P	L	26	NYA	Ryan	Weathers
110	664299	1110	P	R	29	Hou	Cristian	Javier
111	663765	1111	P	R	29	TB	Jake	Woodford
112	690986	1112	P	L	24	Mil	Kyle	Harrison
113	681293	1113	P	R	26	Hou	Spencer	Arrighetti
114	669684	1114	P	L	27	ChA	Chris	Murphy
115	670329	1115	SR	R	32	Bal	Rico	Garcia
116	701519	1116	P	R	26	Min	Travis	Adams
117	702674	1117	P	R	22	LAA	Caden	Dana
118	680684	1118	P	R	26	Ath	Gunnar	Hoglund
119	680694	1119	P	R	29	Bal	Kyle	Bradish
120	669713	1120	P	R	28	Hou	Hayden(injured)	Wesneski
121	805123	1121	P	R	25	Hou	AJ	Blubaugh
122	687830	1122	P	R	28	Det	Sawyer	Gipson-Long
123	701487	1123	P	R	26	Col	Pierson	Ohl
124	685107	1124	P	L	28	Tex	Anthony	Veneziano
125	815083	1125	P	L	25	LAA	Mitch	Farris
126	680880	1126	SR	R	25	Ath	Grant	Holman
127	686930	1127	P	R	25	Ath	Mason	Barnett
128	669330	1128	P	R	31	Bal	Tyler	Wells
129	813349	1129	P	L	23	Bos	Connelly	Early
130	596271	1130	P	R	38	Sea	Casey	Lawrence
131	682989	1131	P	R	24	LAA	Victor	Mederos
132	801139	1132	P	L	23	Bos	Payton	Tolle
133	702056	1133	P	R	22	Tor	Trey	Yesavage
134	691951	1134	P	L	24	LAA	Sam	Aldegheri
135	669620	1135	SR	L	28	Ath	Brady	Basso
136	681151	1136	SR	R	28	Hou	Jayden	Murray
137	683155	1137	P	R	24	Ath	Joey	Estes
138	674944	1138	SR	L	30	Det	Sean	Guenther
139	694646	1139	P	R	27	Bal	Chayce	McDermott
140	669947	1140	P	R	32	TB	Jesse	Scholtens
141	697812	1141	P	L	25	TB	Joe	Rock
142	691172	1142	P	R	28	Sea	Yosver	Zulueta
143	681751	1143	P	R	26	Tor	Lazaro	Estrada
144	687424	1144	P	R	28	Hou	Anthony	Maldonado
145	641585	1145	P	R	31	Hou	J.P.	France
146	696131	1146	P	R	26	KC	Mason	Black
147	680951	1147	P	L	26	Cle	Doug	Nikhazy
148	640454	1148	P	L	31	Ath	Matt	Krook
149	664744	1149	P	R	29	Bal	Jose	Espada
